qs,intents
"How to assign a lead to a client name via inventory?", add_lead_from_inventory  
"Inventory mai nayi ya purani lead ko kaise add karte hain?", add_lead_from_inventory  
"How to add new or old leads in inventory?", add_lead_from_inventory  
"Inventory system mein lead client assign karne ka simple tareeqa kya hai?", add_lead_from_inventory  
"What is the simple way to assign leads to clients in inventory?", add_lead_from_inventory  
"Can I use company email for registration?", realtor_email
"Kya main company email se registration kar sakta hoon?", realtor_email
"Should I register using my realtor email?", realtor_email
"Realtor wali email se account bana loon?", realtor_email
"Am I allowed to register with my office email?", realtor_email
"Office wali email se signup ho jaye ga?", realtor_email
"Can I sign up with my work email?", realtor_email
"Kya main kaam wali email use kar sakta hoon?", realtor_email
"Should I enter company email for signup?", realtor_email
"Company email registration ke liye sahi hai?", realtor_email
"Is business email okay for registration?", realtor_email
"Business email dal doon registration me?", realtor_email
"Can my realtor email be used for login?", realtor_email
"Login ke liye company wali email chalegi?", realtor_email
"Should I create account using official email?", realtor_email
"Official email se register kar loon?", realtor_email
"Can I use realtor email instead of Gmail?", realtor_email
"Gmail ki jagah realtor email chalegi?", realtor_email
"Do I need to register with my work email?", realtor_email
"Work email use karna zaroori hai?", realtor_email
"Is it fine to register using company email?", realtor_email
"Company email theek rahegi for signup?", realtor_email
"Realtor email se sign up allowed hai?", realtor_email
"Realtor ki email use karoon registration me?", realtor_email
"Can I use job email for system registration?", realtor_email
"Job wali email se register kar loon?", realtor_email
"Realtor account ki email chahiye kya?", realtor_email
"Realtor email ID se register karna sahi hai?", realtor_email
"Kya system me office email se entry ho sakti hai?", realtor_email
"Can I proceed with realtor email ID?", realtor_email
"Can I change my profile info?", edit_profile
"Kya main apni profile edit kar sakta hoon?", edit_profile
"How do I update my name and email?", edit_profile
"Name aur email change karna hai, kaise karun?", edit_profile
"Can I update my password in profile settings?", edit_profile
"Kya password change ho sakta hai profile se?", edit_profile
"Is it possible to edit my profile details?", edit_profile
"Profile ki information edit ho sakti hai?", edit_profile
"Can I modify my registered email address?", edit_profile
"Registered email ko update karna hai, kaise hoga?", edit_profile
"How to edit profile name?", edit_profile
"Name update karna hai profile ka.", edit_profile
"Can I change my login email?", edit_profile
"Kya login wali email badal sakta hoon?", edit_profile
"Is there any option to change password?", edit_profile
"Profile me password change karne ka option hai?", edit_profile
"Can we update contact info in profile?", edit_profile
"Contact details edit ho sakti hain?", edit_profile
"I want to update my profile, how to do it?", edit_profile
"Profile update karni hai, kya steps hain?", edit_profile
"How do I edit my account settings?", edit_profile
"Account settings me email aur name edit kar sakte hain?", edit_profile
"Can the user change his profile info?", edit_profile
"Kya user apni profile details change kar sakta hai?", edit_profile
"Can the realtor update his personal information?", edit_profile
"Realtor apna naam aur email update kar sakta hai?", edit_profile
"How can realtor change account settings?", edit_profile
"Realtor profile kaise update kare?", edit_profile
"Can I change the email I signed up with?", edit_profile
"Kya main wo email change kar sakta hoon jo signup me use ki thi?", edit_profile
"Where can I see total number of leads?", dashboard_total
"Mujhe total leads kahan dikhengi?", dashboard_total
"Show me total number of clients.", dashboard_total
"Total clients ka count kahan milta hai?", dashboard_total
"Where is the total to-do count shown?", dashboard_total
"Total to-do tasks kahan show ho rahe hain?", dashboard_total
"How to check total inventory added?", dashboard_total
"Inventory ka total number kahan hai?", dashboard_total
"Closed clients ka total kahan nazar aata hai?", dashboard_total
"Where do I find total closed clients?", dashboard_total
"Total leads dashboard me dikhti hain?", dashboard_total
"Dashboard pe total clients ka number hota hai?", dashboard_total
"Can I check total number of to-dos somewhere?", dashboard_total
"Dashboard me kitne to-do hain yeh kahan dikhta hai?", dashboard_total
"Inventory ka overall count kahan par hota hai?", dashboard_total
"Where can I view the number of closed deals?", dashboard_total
"Closed clients ka total mujhe kahan milega?", dashboard_total
"Show all totals in the dashboard", dashboard_total
"Dashboard me sab totals dikh rahe hain kya?", dashboard_total
"Kya dashboard me total leads visible hoti hain?", dashboard_total
"Clients ka overall number kis tab me hota hai?", dashboard_total
"Where are the client and lead counts shown?", dashboard_total
"Kya mujhe dashboard me total inventory dikhegi?", dashboard_total
"Dashboard me mujhe kitne closed clients hain pata chalega?", dashboard_total
"Where do I check how many to-dos are there?", dashboard_total
"Total leads kis screen pe show hoti hain?", dashboard_total
"Dashboard kis kis cheez ka total dikhata hai?", dashboard_total
"Show me all totals like leads, clients, inventory", dashboard_total
"Mujhe saare total figures ek jaga dikhne chahiye", dashboard_total
"Dashboard me overall status kahan dikh raha hai?", dashboard_total
"Show me the list of closed clients", closed_clients
"Closed clients kaun kaun hain?", closed_clients
"Which clients are marked as sold and paid?", closed_clients
"Jo clients sold hain aur jinki payment mil chuki hai woh kahan dikhte hain?", closed_clients
"Where can I view closed deals?", closed_clients
"Closed clients mujhe chahiye", closed_clients
"Are there any closed clients right now?", closed_clients
"Kya koi client close ho chuka hai abhi?", closed_clients
"List all clients with sold subtype and down payment received", closed_clients
"Jinki sale complete hai aur payment mil gayi hai woh closed hain?", closed_clients
"How many closed clients do I have?", closed_clients
"Total closed clients kitne hain?", closed_clients
"Can I filter clients by closed status?", closed_clients
"Kya closed clients filter se nikal sakte hain?", closed_clients
"Clients with completed sales are shown where?", closed_clients
"Completed sale wale clients kis tab me dikhte hain?", closed_clients
"What makes a client closed?", closed_clients
"Closed client kise kehte hain?", closed_clients
"Where do closed clients appear in the system?", closed_clients
"Closed clients kis section me aate hain?", closed_clients
"Are closed clients visible on dashboard?", closed_clients
"Kya closed clients dashboard pe show hotay hain?", closed_clients
"Which clients have down payment received with sold tag?", closed_clients
"Jinke tasks sold hain aur status down payment hai woh closed hain?", closed_clients
"Show recently closed clients", closed_clients
"Abhi recently kon kon se clients closed hue hain?", closed_clients
"Closed clients are shown under which tab?", closed_clients
"Closed clients kis screen pe milte hain?", closed_clients
"Clients with final payments done are closed?", closed_clients
"Agar client ki final payment aajaye to kya woh closed ban jata hai?", closed_clients
"Can I search by client name?", search_client_by_name
"Kya main client ka naam likh ke search kar sakta hoon?", search_client_by_name
"Where do I search for a client by name?", search_client_by_name
"Client ka record dhoondhne ke liye naam kaise use karoon?", search_client_by_name
"How to search a client's lead using their name?", search_client_by_name
"Client ka naam dalne se lead mil jati hai?", search_client_by_name
"Is there a search option for client names?", search_client_by_name
"Client name se kaise search hota hai?", search_client_by_name
"Can I use the search bar to find a client?", search_client_by_name
"Lead tab me client name likhne se uska record milta hai?", search_client_by_name
"What happens when I enter a client's name in the lead tab?", search_client_by_name
"Client ke naam se pura record milta hai?", search_client_by_name
"How do I find a lead by typing the client's name?", search_client_by_name
"Client name se kaun kaun se fields dikhte hain?", search_client_by_name
"Is client search available in the lead section?", search_client_by_name
"Kya lead tab me client name ka search bar hota hai?", search_client_by_name
"Client ke naam se pura detail mil jata hai?", search_client_by_name
"Search field me sirf name likhna hota hai kya?", search_client_by_name
"What details are shown when I search a client name?", search_client_by_name
"Client name enter karne se kya kya info aata hai?", search_client_by_name
"Can I search specific clients using names?", search_client_by_name
"Client search feature kaise kaam karta hai?", search_client_by_name
"Lead tab me client name likhne par kya hota hai?", search_client_by_name
"Which tab supports searching by client name?", search_client_by_name
"Kya naam se client easily mil jata hai?", search_client_by_name
"Search bar me sirf naam likhne se kaam ban jata hai kya?", search_client_by_name
"Where can I search a client using their full name?", search_client_by_name
"Client name likhne se uska current task dikhai deta hai kya?", search_client_by_name
"Client ko dhoondhne ka best tareeqa kya hai?", search_client_by_name
"Can I directly find clients by name without filters?", search_client_by_name
"Client ko inventory kaise assign karun?", assign_lead_to_client
"Kya inventory assign karna matlab lead banana hai?", assign_lead_to_client
"Lead create karne ka process kya hai?", assign_lead_to_client
"Client ke saath inventory ka link kaise banayein?", assign_lead_to_client
"Kya client aur inventory milkar lead banti hai?", assign_lead_to_client
"Inventory assign karne ke liye kaha jana hai?", assign_lead_to_client
"Naya lead create kaise karte hain?", assign_lead_to_client
"Kya har client ko inventory assign ho sakti hai?", assign_lead_to_client
"System me lead banana ho to kya steps hain?", assign_lead_to_client
"Inventory assign karne ka tariqa kya hai?", assign_lead_to_client
"Inventory aur client ko jorna kaise hota hai?", assign_lead_to_client
"Lead assign karne ke liye kaun sa tab use hota hai?", assign_lead_to_client
"Kya ek inventory multiple clients ko assign ho sakti hai?", assign_lead_to_client
